S,K,T,r,sigma,moneyness,market_price,optionType,moneyness_category,expirationDate
284.67999267578125,250.0,0.14246575342465753,0.03732000112533569,0.2742176104409445,1.138719970703125,4.58,put,ITM,2026-01-16
284.67999267578125,260.0,0.14246575342465753,0.03732000112533569,0.2742176104409445,1.0949230487530048,6.73,put,ITM,2026-01-16
284.67999267578125,270.0,0.14246575342465753,0.03732000112533569,0.2742176104409445,1.0543703432436342,10.0,put,ITM,2026-01-16
284.67999267578125,280.0,0.14246575342465753,0.03732000112533569,0.2742176104409445,1.0167142595563616,14.55,put,ATM,2026-01-16
284.67999267578125,290.0,0.14246575342465753,0.03732000112533569,0.2742176104409445,0.9816551471578664,19.19,put,ATM,2026-01-16
284.67999267578125,300.0,0.14246575342465753,0.03732000112533569,0.2742176104409445,0.9489333089192709,25.2,put,OTM,2026-01-16
284.67999267578125,420.0,0.14246575342465753,0.03732000112533569,0.2742176104409445,0.6778095063709078,116.45,put,OTM,2026-01-16
284.67999267578125,250.0,0.23835616438356164,0.03732000112533569,0.2742176104409445,1.138719970703125,43.15,call,ITM,2026-02-20
284.67999267578125,270.0,0.23835616438356164,0.03732000112533569,0.2742176104409445,1.0543703432436342,29.54,call,ITM,2026-02-20
284.67999267578125,280.0,0.23835616438356164,0.03732000112533569,0.2742176104409445,1.0167142595563616,25.78,call,ATM,2026-02-20
284.67999267578125,290.0,0.23835616438356164,0.03732000112533569,0.2742176104409445,0.9816551471578664,21.1,call,ATM,2026-02-20
284.67999267578125,300.0,0.23835616438356164,0.03732000112533569,0.2742176104409445,0.9489333089192709,16.7,call,OTM,2026-02-20
284.67999267578125,310.0,0.23835616438356164,0.03732000112533569,0.2742176104409445,0.9183225570186492,13.3,call,OTM,2026-02-20
284.67999267578125,320.0,0.23835616438356164,0.03732000112533569,0.2742176104409445,0.8896249771118164,10.15,call,OTM,2026-02-20
284.67999267578125,330.0,0.23835616438356164,0.03732000112533569,0.2742176104409445,0.8626666444720644,7.25,call,OTM,2026-02-20
284.67999267578125,340.0,0.23835616438356164,0.03732000112533569,0.2742176104409445,0.837294096105239,6.17,call,OTM,2026-02-20
284.67999267578125,350.0,0.23835616438356164,0.03732000112533569,0.2742176104409445,0.8133714076450893,4.26,call,OTM,2026-02-20
284.67999267578125,360.0,0.23835616438356164,0.03732000112533569,0.2742176104409445,0.7907777574327257,3.28,call,OTM,2026-02-20
284.67999267578125,380.0,0.23835616438356164,0.03732000112533569,0.2742176104409445,0.7491578754625823,2.23,call,OTM,2026-02-20
284.67999267578125,450.0,0.23835616438356164,0.03732000112533569,0.2742176104409445,0.6326222059461806,0.5,call,OTM,2026-02-20
